0;53.8122,34.1172,38.4103
1;2.1600,-6.9527,-4.7109
2;-10.1071,-5.6379,4.6280
3;-41.8394,-6.9671,31.8784
4;-5.4042,-91.4719,-2.1183
5;-30.6847,-99.3684,155.4601
6;3.8488,5.5938,12.2457
7;4.3457,-16.5917,-27.4508
8;19.2448,6.5592,22.8644
9;-2.0406,2.8613,-2.6712
10;-3.3916,12.7697,26.8593
11;-10.2225,6.3740,-5.3468
12;-11.9291,22.1813,8.4287
13;27.8365,-2.6590,-1.2979
14;-10.3038,6.0149,-5.8239
15;-0.5872,12.9616,-4.4801
16;110.3664,-9.0256,73.1168
17;-531.6810,123.3969,267.4397
18;13.3077,1.1729,0.5466
19;6.5346,4.8898,-11.2478
20;-666.7519,-32.3741,-307.7525
21;34.4418,-35.4688,32.8579
22;2.8140,6.7178,-17.3684
23;14.5058,56.8895,8.3428
24;8.6856,2.0558,19.7464
25;2.7627,6.0004,-16.1874
26;29.2230,17.7616,44.7473
27;32.5104,-42.0618,-48.0358
28;14.6322,1.5400,18.8879
29;-28.1617,23.5633,-47.1419
30;1.0249,1.3990,-1.2561
31;-30.1095,-18.9834,79.4431
32;45.3595,7.0350,-15.8125
33;-8.0403,44.8329,13.9285
34;4.6711,-21.8960,0.0117
35;16.0741,14.4056,-7.3295
36;-0.1472,-16.6536,-16.1504
37;-16.2077,-37.5760,-19.9650
38;20.9254,-7.5821,-19.4802
39;10.7429,18.3492,-7.6040
40;-14.3474,40.6216,11.2628
41;-26.2456,-12.0567,64.7450
42;-12.5107,22.3488,-25.9624
43;23.5333,-6.1450,-31.4789
44;-42.4782,61.9357,-23.1647
45;-15.1270,30.4382,13.5786
46;7.9925,5.8855,-0.2751
47;18.0314,-45.0952,-11.9719
48;18.8515,-15.8586,15.7292
49;6.9931,12.3238,-3.7188
50;3.1087,10.9440,-1.9957
51;-36.3002,-6.4930,-20.5565
52;26.7219,-1.6263,-9.6954
53;12.4870,0.8469,0.7442
54;-16.2760,-11.8608,0.7602
55;-7.8808,15.9556,6.4400
56;-12.2582,23.3316,-8.2448
57;-17.6421,15.1652,-10.1179
58;-8.2914,-14.5856,-18.1165
59;-42.6406,52.5083,8.1264
60;0.8529,-41.1634,6.0801
61;-6.0562,-5.6585,8.7843
62;-4.9827,-9.6249,-3.6172
63;2.0437,-17.5889,-7.7658
64;-9.2839,-29.6152,-11.9132
65;3.6907,-3.9509,34.4083
66;-0.8591,-3.0429,8.6837
67;-45.2307,5.0339,-26.3583
68;25.5417,70.2070,-144.3979
69;63.5935,-26.4366,17.1899
70;40.9612,-17.9193,20.5329
71;-12.4244,5.4855,-8.0776
72;-15.5026,-12.5257,-12.9380
73;-61.3446,29.0668,15.3255
74;509.5396,-113.3117,-294.6523
75;651.3668,102.4069,250.6973
76;-9.3421,18.5537,0.8630
77;20.9443,-7.9426,-19.4647
78;10.6276,-0.2258,1.5894
79;9.9802,-5.5100,37.8178
80;-17.4328,-30.3965,5.5081
81;2.9546,-3.8970,34.3450
82;2.6810,-0.0470,4.7661
83;3.8289,9.6473,-2.5330
84;-3.6053,-37.1283,-73.7138
85;-60.0986,2.8870,-12.9468
86;21.8131,7.6237,24.2205
87;-1.4434,-25.9238,4.1979
88;-14.3978,-5.8817,7.8387
89;-76.5051,3.5198,18.5445
90;45.0154,11.4241,-65.0842
91;-28.0932,-19.5980,7.8234
92;-14.3287,-9.3514,-11.5242
93;-27.5859,19.7333,-21.9249
94;-4.2812,-9.7091,-3.6890
95;-16.9638,-85.3182,62.4945
96;44.5924,-11.0742,-59.3379
97;-4.9247,88.5940,1.1383
98;1.7612,8.4118,-10.9136
99;34.8255,-11.1985,-21.0849
