0;-0.7378,-0.3906,-0.8583
1;0.1224,-0.4079,-0.0502
2;0.6680,0.1921,0.7115
3;0.5965,0.9242,-0.2698
4;0.5048,0.7623,0.1590
5;-0.8748,-0.0099,0.0917
6;-0.4812,0.6606,-0.6184
7;-0.7230,0.8615,0.8953
8;-0.0282,-0.0012,-0.0190
9;0.5068,-0.1956,-0.1860
10;-0.0960,0.1218,-0.0435
11;-0.0505,0.7067,0.5963
12;0.3099,-0.8899,-0.2730
13;-0.2246,-0.0300,-0.1762
14;0.5665,-0.4936,-0.3245
15;-0.5542,0.4673,-0.9714
16;-0.8072,0.5730,0.0708
17;0.0018,-0.1754,0.0413
18;-0.9063,-0.1733,0.2281
19;0.7696,0.3123,0.5589
20;0.6776,-0.6321,0.2031
21;-0.2130,-0.2645,-0.3175
22;-0.1104,0.1211,-0.0510
23;0.2143,0.7438,0.2115
24;0.4967,0.4213,-0.9402
25;0.5223,0.5531,0.5871
26;-0.9697,0.3389,-0.5433
27;0.3721,0.4864,0.2819
28;-0.1146,-0.2173,-0.6076
29;-0.4538,-0.7958,0.0998
30;0.4394,-0.1057,0.1596
31;0.5973,0.3253,-0.6399
32;-0.5452,0.0170,0.6924
33;0.1866,-0.7626,-0.8010
34;0.8715,0.5630,0.5708
35;-0.7847,-0.6584,0.1063
36;0.7618,0.0454,0.5708
37;-0.3450,0.6551,0.6773
38;-0.9366,-0.1981,0.6143
39;-0.9614,-0.2613,0.8565
40;-0.9108,-0.0313,-0.4987
41;0.2891,0.4411,-0.9157
42;0.0993,-0.9416,0.6903
43;-0.9871,-0.0850,0.8881
44;0.8601,-0.8799,0.3358
45;0.7336,-0.3750,-0.8311
46;-0.2209,0.3841,-0.7975
47;0.3646,0.6654,0.7117
48;-0.5678,0.9610,-0.9365
49;0.9335,0.2218,-0.0766
50;-0.1380,0.1896,-0.9495
51;0.4505,0.1594,0.4966
52;-0.9186,-0.1924,0.5181
53;0.0392,0.2736,-0.4233
54;-0.5439,-0.6470,-0.4932
55;0.5212,-0.6494,-0.4533
56;-0.1373,0.0058,-0.7701
57;0.8525,-0.5508,0.5720
58;-0.0230,0.9318,0.2534
59;0.1110,-0.9655,-0.6306
60;-0.5119,0.5454,-0.3298
61;-0.2895,-0.5629,-0.4322
62;-0.5384,0.0858,-0.8579
63;0.3638,0.8281,-0.6541
64;-0.5151,0.7148,-0.6296
65;0.4976,0.1097,-0.4639
66;-0.0537,-0.4976,0.0362
67;0.9088,-0.1855,0.8957
68;-0.4011,0.0172,-0.6507
69;0.8341,-0.3012,0.3018
70;-0.9553,0.8931,-0.4531
71;-0.1439,0.6950,0.2884
72;0.6757,0.1416,0.4125
73;0.8263,-0.2973,-0.4050
74;0.1146,-0.0922,-0.0998
75;0.8389,0.7965,0.3834
76;0.2923,-0.4662,-0.3293
77;-0.7762,0.3102,-0.0198
78;-0.6159,0.1130,-0.0360
79;0.2349,0.2403,-0.7509
80;0.9693,0.9176,-0.9224
81;0.4277,0.4343,-0.3757
82;0.7033,-0.9561,-0.2402
83;-0.3966,-0.2363,-0.3206
84;-0.7539,0.5471,-0.1674
85;0.4816,0.6664,0.6011
86;-0.3415,0.6345,-0.6113
87;0.8071,0.8963,-0.4655
88;0.4279,0.7733,-0.7404
89;0.9202,0.8864,-0.4712
90;0.4110,0.4786,0.7713
91;0.0086,0.0113,0.4574
92;0.8384,0.6113,0.0300
93;0.9449,-0.7298,0.9403
94;-0.1477,0.0245,-0.5711
95;0.0158,0.5535,0.9039
96;0.6372,0.1071,0.2102
97;0.8007,-0.5584,-0.1495
98;0.3425,-0.1445,0.6165
99;-0.6451,0.8833,0.9220
