1;0.0047
2;0.0000
3;0.0000
4;0.0000
5;0.0001
6;0.0000
7;0.0001
8;0.0001
9;0.0000
10;0.0001
11;0.0002
12;0.0000
13;0.0000
14;0.0000
15;0.0001
16;0.0000
17;0.0000
18;0.0000
19;0.0002
20;0.0000
21;0.0000
22;0.0002
23;0.0000
24;0.0000
25;0.0002
26;0.0000
27;0.0002
28;0.0000
29;0.0002
30;0.0000
31;0.0000
32;0.0003
33;0.0000
34;0.0000
35;0.0002
36;0.0000
37;0.0001
38;0.0001
39;0.0001
40;0.0002
41;0.0000
42;0.0000
43;0.0001
44;0.0000
45;0.0003
46;0.0000
47;0.0002
48;0.0000
49;0.0000
50;0.0002
51;0.0000
52;0.0003
53;0.0000
54;0.0000
55;0.0002
56;0.0000
57;0.0000
58;0.0001
59;0.0001
60;0.0000
61;0.0002
62;0.0000
63;0.0000
64;0.0002
65;0.0000
66;0.0000
67;0.0002
68;0.0000
69;0.0000
70;0.0002
71;0.0000
72;0.0000
73;0.0002
74;0.0000
75;0.0003
76;0.0000
77;0.0000
78;0.0000
79;0.0002
80;0.0000
81;0.0000
82;0.0002
83;0.0001
84;0.0000
85;0.0002
86;0.0000
87;0.0000
88;0.0002
89;0.0000
90;0.0000
91;0.0000
92;0.0001
93;0.0000
94;0.0000
95;0.0002
96;0.0000
97;0.0000
98;0.0002
99;0.0000
100;0.0003
Average;23451.2993,19458.4991
TotalTime;0.0135
