0;12.8457,8.3396,9.0908
1;0.7033,-1.9833,-1.2202
2;-3.2294,-1.1876,0.1344
3;-10.0717,-1.6607,7.7124
4;-1.1333,-22.5839,-0.2758
5;-7.0428,-23.2591,36.7238
6;1.3778,1.6986,3.8858
7;1.1876,-4.1401,-6.7810
8;5.1617,2.2637,5.3814
9;-1.2326,1.6715,0.2232
10;-0.7366,3.6361,6.9252
11;-3.1524,1.2529,-2.2793
12;-2.6347,6.6165,1.8162
13;8.2083,-1.0572,-0.1286
14;-2.8114,2.1034,-0.7771
15;1.1842,2.4201,0.7358
16;26.9818,-2.0497,18.0202
17;-136.6765,31.6724,68.7074
18;3.9009,0.1801,0.3098
19;1.4423,1.6357,-3.7683
20;-149.4391,-6.7380,-69.3378
21;8.4918,-8.4814,7.8748
22;-0.0202,0.9445,-4.6941
23;3.9640,14.7835,2.3709
24;1.6957,0.2542,5.7071
25;0.1430,1.5300,-4.9481
26;7.2892,4.4913,10.8819
27;7.7599,-10.2474,-11.9176
28;4.6319,0.4215,5.1496
29;-6.0919,5.6802,-11.4300
30;0.2289,-0.1777,-0.7398
31;-7.2873,-4.7775,18.6296
32;10.9572,1.9127,-4.1747
33;-1.6307,10.9913,3.5975
34;1.2493,-6.1654,-0.1315
35;3.1228,2.3885,-2.5247
36;-0.3899,-4.1427,-4.6032
37;-3.6090,-9.4536,-5.2110
38;5.4926,-1.5544,-4.4940
39;2.2134,5.8169,-0.7708
40;-3.5615,10.4577,2.5722
41;-6.4001,-2.7359,16.1257
42;-2.6147,5.5534,-6.3733
43;5.4597,-2.4492,-8.3385
44;-10.0058,15.0244,-5.5199
45;-4.1030,7.5666,3.9006
46;0.7673,2.5925,0.7214
47;5.3905,-11.8350,-2.6062
48;4.6177,-4.2087,3.9627
49;1.9524,2.1735,-2.2617
50;0.4969,2.5289,0.2253
51;-8.8258,-1.5643,-5.1424
52;6.8069,-0.2077,-2.8357
53;3.5037,0.9352,0.0842
54;-4.0921,-3.2675,0.1276
55;-2.2326,4.3916,1.5796
56;-3.1420,6.5544,-2.3774
57;-4.8940,4.1416,-2.8325
58;0.3240,-0.7972,-3.6686
59;-10.2015,12.8245,1.8882
60;-0.1983,-6.8531,1.6493
61;-0.3087,1.1313,1.6052
62;-1.0549,-3.5249,-0.3905
63;0.1724,-5.1356,-1.6826
64;-2.9055,-7.8602,-3.4436
65;0.9850,-1.0428,8.8419
66;-0.9165,-0.3910,1.9924
67;-10.7520,1.4413,-6.5978
68;6.2142,16.7325,-33.9910
69;14.9080,-5.8091,3.3752
70;9.9920,-4.2964,4.8355
71;-3.0215,1.6870,-2.7286
72;-4.5713,-3.3538,-3.1463
73;-15.3500,7.1533,3.7399
74;131.0719,-29.1970,-75.8338
75;145.6627,23.4371,55.6884
76;-1.5804,5.6093,-0.4261
77;5.8276,-1.7598,-4.9099
78;3.1979,-0.6258,-0.5676
79;2.8707,-1.4341,9.6459
80;-4.3931,-7.3467,1.5465
81;0.2639,-1.0428,8.7502
82;0.7709,0.2025,2.1171
83;2.0858,1.0320,-1.4315
84;-1.3343,-9.1090,-18.5985
85;-15.7792,1.2216,-2.9108
86;5.1869,1.9038,5.9736
87;-0.9582,-6.2750,1.6087
88;-3.0130,-1.9293,2.2020
89;-18.0860,0.8660,4.4139
90;12.1906,3.4408,-16.5560
91;-6.7710,-4.3879,1.6265
92;-4.1076,-2.6635,-3.4044
93;-6.2868,4.7902,-5.3396
94;-1.3134,-2.2277,-0.5072
95;-3.8548,-20.1162,14.6322
96;10.8331,-2.4618,-14.1616
97;-1.5104,17.9618,0.4470
98;-0.1818,1.8935,-3.1235
99;8.3401,-2.8888,-5.0780
