0;50.6672,32.1386,36.1589
1;2.0694,-6.5946,-4.4565
2;-9.6041,-5.3019,4.2857
3;-39.4052,-6.5607,30.0270
4;-5.0760,-86.1785,-1.9767
5;-28.8664,-93.5147,146.3278
6;3.6618,5.3113,11.6341
7;4.1069,-15.6465,-25.8860
8;18.1511,6.2025,21.5650
9;-2.0136,2.7779,-2.4478
10;-3.1936,12.0786,25.3476
11;-9.8402,6.1374,-5.1039
12;-11.2291,21.0087,7.9355
13;26.3549,-2.5404,-1.2009
14;-9.6059,5.5810,-5.3986
15;-0.4944,12.2258,-4.0627
16;103.9547,-8.4892,68.8802
17;-501.2962,116.3412,252.1527
18;12.5855,1.2670,0.4777
19;6.1802,4.6325,-10.7008
20;-626.9587,-30.4021,-289.4130
21;32.4515,-33.4008,30.9430
22;2.5688,6.2613,-16.5589
23;13.6991,53.6610,7.8849
24;8.1461,1.9156,18.6943
25;2.5852,5.6784,-15.2672
26;27.5424,16.7457,42.1530
27;30.6104,-39.6203,-45.2634
28;13.8825,1.4446,17.8435
29;-26.4690,22.1923,-44.4056
30;0.9723,1.2546,-1.2187
31;-28.3567,-17.8930,74.7726
32;42.7293,6.6458,-14.9220
33;-7.5417,42.2492,13.1424
34;4.4241,-20.7129,0.0060
35;15.1198,13.5038,-6.9760
36;-0.1604,-15.7150,-15.2860
37;-15.2468,-35.4297,-18.8402
38;19.7973,-7.4257,-18.3685
39;10.1047,17.4306,-7.0878
40;-13.5287,38.3178,10.5956
41;-24.7216,-11.3401,61.0108
42;-11.7539,21.0712,-24.4748
43;22.1532,-5.8628,-29.7216
44;-39.9845,58.3335,-21.8103
45;-14.2914,28.6931,12.8488
46;7.4785,5.6546,-0.1688
47;17.0649,-42.5500,-11.2543
48;17.7702,-14.9782,14.8359
49;6.6492,11.5960,-3.6303
50;2.8917,10.3353,-1.7959
51;-34.2018,-6.1187,-19.3789
52;25.2159,-1.5150,-9.1757
53;11.9345,0.7159,0.7555
54;-15.3706,-11.2214,0.7160
55;-7.4580,15.0785,6.0921
56;-11.5683,22.0711,-7.8047
57;-16.6893,14.3331,-9.5693
58;-7.6382,-13.5357,-17.0357
59;-40.1517,49.4633,7.6482
60;0.7743,-38.5484,5.7462
61;-5.6512,-5.1386,8.2638
62;-4.8113,-9.2753,-3.3428
63;1.9094,-16.6608,-7.3080
64;-8.8000,-27.9636,-11.2689
65;3.4179,-3.5966,32.5286
66;-0.8509,-2.8643,8.2130
67;-42.5912,4.7594,-24.8465
68;24.0553,66.0945,-135.9068
69;59.8575,-24.8535,16.1291
70;38.5912,-16.8764,19.3312
71;-11.7598,5.1917,-7.7464
72;-14.7009,-11.8654,-12.2081
73;-57.8144,27.3847,14.4368
74;480.4268,-106.8414,-277.8201
75;612.4667,96.3323,235.6967
76;-8.7576,17.5895,0.7602
77;19.7499,-7.1758,-18.3340
78;10.0332,-0.3258,1.4351
79;9.4500,-5.2043,35.6766
80;-16.4421,-28.6434,5.2104
81;2.7953,-3.8149,32.3261
82;2.5491,-0.0346,4.5920
83;3.7246,8.9532,-2.4766
84;-3.4313,-34.9760,-69.4803
85;-56.7006,2.7589,-12.1763
86;20.5866,7.2348,22.8092
87;-1.4109,-24.4364,4.0124
88;-13.5600,-5.5878,7.4409
89;-72.0189,3.3153,17.4597
90;42.4944,10.8123,-61.3572
91;-26.4737,-18.4388,7.3546
92;-13.5559,-8.8163,-10.9105
93;-25.9634,18.5934,-20.6610
94;-3.9480,-9.0674,-3.4747
95;-15.9561,-80.3061,58.8152
96;42.0006,-10.4133,-55.8695
97;-4.6622,83.1679,1.0850
98;1.5955,7.9366,-10.3374
99;32.8092,-10.5678,-19.8628
