0;69.5316,44.0066,49.6638
1;2.5914,-8.7208,-5.9681
2;-12.5994,-7.3102,6.3373
3;-54.0020,-8.9979,41.1282
4;-7.0443,-117.9332,-2.8264
5;-39.7762,-128.6363,201.1200
6;4.7822,6.9899,15.2715
7;5.5358,-21.3063,-35.2514
8;24.7368,8.3495,29.3660
9;-2.1281,3.2711,-3.7708
10;-4.3756,16.2144,34.3975
11;-12.7237,7.4058,-7.4565
12;-15.4124,28.0204,10.8768
13;35.2169,-3.2476,-1.7907
14;-13.2025,8.2982,-7.1055
15;-1.0160,16.5863,-6.5490
16;142.4226,-11.7077,94.2979
17;-683.6049,158.6753,343.8747
18;16.1667,0.6999,0.9538
19;8.2688,6.1887,-13.9577
20;-865.7180,-42.2341,-399.4499
21;44.3878,-45.8016,42.4258
22;3.9954,8.7497,-21.1091
23;18.5354,73.0216,10.6314
24;11.3892,2.7563,24.9800
25;3.6937,7.8513,-20.9828
26;37.6199,22.8367,57.7084
27;42.0065,-54.2637,-61.8924
28;18.3569,2.0241,24.0969
29;-36.6205,30.4142,-60.8136
30;1.2681,2.1437,-1.4547
31;-38.8716,-24.4336,102.7892
32;58.4952,8.9769,-20.2609
33;-10.5380,57.7324,17.8516
34;5.8908,-27.7865,0.0343
35;20.8042,18.8953,-9.0870
36;-0.0876,-21.3267,-20.4492
37;-21.0045,-48.2926,-25.5799
38;26.5729,-10.1572,-24.8499
39;13.9178,22.8965,-10.1701
40;-18.4302,52.1253,14.5973
41;-33.8629,-15.6391,83.4104
42;-16.2906,28.7237,-33.3829
43;30.4238,-7.5549,-40.2440
44;-54.9431,79.9409,-29.9340
45;-19.2945,39.1501,17.2148
46;10.5330,7.0235,-0.8192
47;22.8582,-57.8088,-15.5572
48;24.2448,-20.2455,20.1843
49;8.6493,15.9011,-4.1473
50;4.3379,13.4840,-3.0003
51;-46.7786,-8.3604,-26.4372
52;34.2271,-2.1835,-12.2843
53;15.7886,1.4633,0.6739
54;-20.7713,-15.0369,0.9773
55;-9.9873,20.3296,8.1516
56;-15.6960,29.6039,-10.4345
57;-22.3778,19.3108,-12.8479
58;-11.5474,-19.8195,-23.4911
59;-55.0794,67.7264,10.5162
60;1.2452,-54.2202,7.7448
61;-8.0701,-8.2378,11.3463
62;-5.5513,-12.4385,-4.8649
63;2.7042,-22.2005,-10.0454
64;-11.6972,-37.8510,-15.1276
65;4.2855,-5.3127,43.9214
66;-0.9010,-3.9219,10.9974
67;-58.4169,6.4050,-33.9097
68;32.9736,90.7688,-186.8514
69;82.2654,-34.3493,22.4924
70;52.7998,-23.1290,26.5361
71;-15.6518,6.9713,-9.6493
72;-19.4727,-15.7816,-16.5573
73;-78.9887,37.4735,19.7668
74;655.1036,-145.6634,-378.8127
75;845.8676,132.7798,325.7004
76;-12.2476,23.3448,1.3810
77;26.8835,-9.9678,-25.2792
78;13.6895,0.3600,2.2841
79;12.6138,-7.0306,48.4978
80;-22.3751,-39.1434,6.9904
81;4.5376,-4.7119,44.2921
82;3.3328,-0.1001,5.6057
83;4.2206,13.5794,-2.8508
84;-4.4745,-47.8872,-94.8752
85;-77.0776,3.5276,-16.7981
86;27.8821,9.5410,31.2361
87;-1.6022,-33.3342,5.1132
88;-18.5422,-7.3458,9.7965
89;-98.9293,4.5425,23.9666
90;57.6165,14.4809,-83.7131
91;-36.1720,-25.3838,10.1601
92;-18.1786,-12.0513,-14.5909
93;-35.6839,25.4242,-28.2345
94;-6.2079,-11.8004,-4.8759
95;-22.0015,-110.3755,80.8885
96;57.5468,-14.3773,-76.6736
97;-6.2370,115.7183,1.4043
98;2.6026,10.7614,-13.7696
99;44.8881,-14.3448,-27.1873
