0;64.0307,40.5460,45.7257
1;2.4440,-8.1057,-5.5304
2;-11.7308,-6.7261,5.7394
3;-49.7465,-8.2874,37.8919
4;-6.4703,-108.6726,-2.5786
5;-36.5942,-118.3926,185.1392
6;4.4557,6.5039,14.2178
7;5.1198,-19.6580,-32.5250
8;22.8106,7.7218,27.0894
9;-2.1055,3.1287,-3.3895
10;-4.0322,15.0105,31.7625
11;-11.7226,6.9616,-6.6499
12;-14.1960,25.9806,10.0229
13;32.6383,-3.0423,-1.6169
14;-12.3126,7.5887,-6.7164
15;-0.8716,15.3265,-5.8280
16;131.2033,-10.7690,86.8848
17;-630.4315,146.3279,317.1224
18;15.2993,0.8129,0.8207
19;7.6681,5.7320,-13.0133
20;-796.0798,-38.7831,-367.3558
21;40.9076,-42.1863,39.0780
22;3.5981,8.1049,-19.8526
23;17.1257,67.3770,9.8306
24;10.4417,2.5113,23.1526
25;3.3520,7.1388,-19.2703
26;34.6819,21.0611,53.1736
27;38.6834,-49.9939,-57.0434
28;17.0573,1.8535,22.2759
29;-33.6607,28.0170,-56.0301
30;1.1864,1.8796,-1.3827
31;-35.8053,-22.5263,94.6191
32;53.9001,8.2979,-18.7046
33;-9.6630,53.2207,16.4798
34;5.4664,-25.7290,0.0273
35;19.1555,17.3271,-8.4734
36;-0.1075,-19.6944,-18.9485
37;-19.3269,-44.5443,-23.6161
38;24.4746,-9.1712,-22.8196
39;12.8093,21.3124,-9.2746
40;-17.0029,48.1015,13.4305
41;-31.1973,-14.3854,76.8784
42;-14.9684,26.4946,-30.7886
43;28.0138,-7.0616,-37.1798
44;-50.5810,73.6400,-27.5651
45;-17.8376,36.1032,15.9442
46;9.6484,6.6282,-0.6272
47;21.1698,-53.3611,-14.3028
48;22.3594,-18.7125,18.6269
49;8.0807,14.6595,-3.9993
50;3.8783,12.7837,-2.6958
51;-43.1134,-7.7075,-24.3802
52;31.6044,-1.9884,-11.3797
53;14.5366,1.3062,0.6787
54;-19.2030,-13.9287,0.9019
55;-9.2512,18.8005,7.5571
56;-14.4947,27.4135,-9.6698
57;-20.7249,17.8623,-11.8946
58;-10.4095,-17.9903,-21.6147
59;-50.7268,62.4012,9.6800
60;1.1081,-49.6533,7.1630
61;-7.3667,-7.3386,10.4563
62;-5.1565,-11.2764,-4.4779
63;2.4748,-20.5911,-9.2490
64;-10.8536,-34.9721,-14.0036
65;4.1561,-4.9689,40.5300
66;-0.8864,-3.6165,10.1941
67;-53.8036,5.9254,-31.2680
68;30.3725,83.5723,-171.9929
69;75.7316,-31.5804,20.6368
70;48.6582,-21.3064,24.4358
71;-14.5392,6.4479,-9.1135
72;-18.0894,-14.6496,-15.2957
73;-72.8144,34.5317,18.2128
74;604.1562,-134.3403,-349.3566
75;777.7923,122.1493,299.4493
76;-11.2335,21.6728,1.1991
77;24.9307,-9.3463,-23.3996
78;12.6014,0.1413,2.0562
79;11.6949,-6.4997,44.7641
80;-20.6471,-36.0850,6.4727
81;3.9018,-4.2947,40.8777
82;3.1059,-0.0830,5.3170
83;4.1097,12.0212,-2.6855
84;-4.1704,-44.1220,-87.4697
85;-71.1367,3.3034,-15.4503
86;25.7684,8.8743,28.7875
87;-1.5472,-30.7449,4.7949
88;-17.0990,-6.8342,9.1163
89;-91.0819,4.1845,22.0692
90;53.2067,13.4114,-77.1939
91;-33.3474,-23.3604,9.3434
92;-16.8334,-11.1022,-13.5176
93;-32.8519,23.4338,-26.0278
94;-5.7340,-11.2542,-4.4123
95;-20.2384,-101.6059,74.4509
96;53.0135,-13.2215,-70.6071
97;-5.7777,106.2258,1.3112
98;2.3061,9.9434,-12.7742
99;41.3693,-13.2448,-25.0528
