0;1.9662,3.1914,-0.4530
1;-0.0375,-1.8989,-0.1708
2;-2.1361,0.8537,0.9936
3;-0.5163,0.8653,1.2278
4;-1.0824,-0.1862,-1.6452
5;2.5175,0.0205,-0.4400
6;1.0624,-1.1905,1.4679
7;2.0721,-1.0153,-0.2228
8;0.2692,-0.3730,2.6436
9;-1.1488,0.2435,0.6813
10;0.1318,2.3622,0.8255
11;0.3339,-0.4051,-0.1971
12;-0.8696,-3.0666,0.2007
13;1.1779,1.8822,-1.3322
14;-1.1225,0.0434,0.9670
15;1.7686,0.2542,-0.0497
16;2.1903,-0.3453,0.0335
17;-0.1417,3.2085,0.7356
18;2.0277,0.8954,-0.5867
19;-0.8372,1.9854,-1.0606
20;-1.4464,0.9716,0.1121
21;0.6204,1.4576,0.7801
22;0.0554,1.0060,-1.8754
23;-0.7337,-0.5113,2.6741
24;-0.4257,-0.3138,1.6263
25;-0.5556,0.1313,0.8259
26;1.6549,-0.9277,1.4181
27;-0.3904,0.8593,-1.6301
28;0.2942,1.3245,0.9228
29;0.6188,-2.2346,-0.3744
30;-0.9898,0.6010,-0.7732
31;-0.6753,0.6487,1.9233
32;0.5521,0.3833,1.6727
33;-0.3283,3.5372,-0.6845
34;-1.1296,1.4018,1.4794
35;1.7247,-1.4509,0.3104
36;-1.4243,3.4781,0.5837
37;1.1462,-0.7167,0.1017
38;1.8478,-0.5371,-1.2591
39;3.2819,-1.5257,0.7212
40;1.5153,-2.3166,0.4095
41;-0.3115,0.2582,1.6898
42;-0.2114,3.0478,1.1160
43;2.0557,0.5537,-1.0404
44;-2.2116,1.4457,0.2368
45;-2.6117,0.1714,-0.8119
46;0.3752,-0.1907,0.0494
47;-0.4186,-0.5055,1.2660
48;1.1400,0.0202,-1.9280
49;0.0620,-13.4399,4.0370
50;0.4052,1.1657,-0.5060
51;-0.5468,-0.6844,0.8346
52;2.2749,-0.8075,-0.6260
53;-0.1278,2.4464,-1.4954
54;1.7246,1.5743,0.5400
55;-0.9105,2.8234,-0.3805
56;1.8926,4.3211,5.5858
57;-2.5060,0.2229,0.0348
58;1.1639,-1.2041,0.2179
59;-0.2198,2.5821,-0.1743
60;0.5399,0.7154,1.9172
61;0.2817,-0.3961,0.5420
62;1.5127,-0.9563,-0.4453
63;-0.5778,-1.7640,0.3610
64;1.3970,-0.2485,0.4885
65;-0.4512,-1.8517,-1.3321
66;0.0234,2.9589,0.4194
67;-1.9929,0.2289,-0.5392
68;1.0178,-3.1008,-0.0905
69;-1.8775,-1.9778,-0.1811
70;1.2071,0.9116,0.8901
71;0.6665,-0.2162,-1.1188
72;-0.6290,1.3435,-0.3912
73;-1.6649,-0.9088,1.0930
74;-0.1264,0.0231,2.0603
75;-1.8272,0.5914,0.2332
76;-0.4052,-1.3540,1.1274
77;2.1695,0.7325,1.0315
78;1.0456,-1.6540,-1.1796
79;-1.1546,-3.6426,1.1539
80;-1.1262,1.3354,0.8253
81;-2.2505,-1.8516,4.3511
82;-1.4860,1.4441,-0.4402
83;0.6654,2.4922,0.1228
84;0.8449,1.4622,0.2509
85;-0.7997,-1.7618,0.4779
86;0.2424,1.8317,0.5344
87;-1.8985,-0.1483,0.3897
88;-0.2687,-1.0297,-1.7866
89;-2.0284,0.1378,-0.1715
90;-0.3217,2.6281,0.1591
91;0.0235,-0.2161,-1.6158
92;-1.5195,-0.2143,-1.7804
93;-2.5741,0.2213,-0.0191
94;1.2696,1.3641,0.6333
95;5.1128,0.4865,-5.6857
96;-0.8883,2.6781,-0.6160
97;-2.8412,0.1286,1.4034
98;-0.4124,0.7125,0.6449
99;1.2750,0.6354,-0.0819
100;0.2760,0.9206,-2.1160
101;0.7613,-2.6596,-0.3758
102;-2.1671,-0.0691,0.9591
103;-1.5953,-0.0910,-1.3076
104;-1.6165,-1.0249,0.7646
105;0.1118,0.7583,1.0192
106;-1.4701,-0.1537,-1.2245
107;-2.0215,-0.2341,0.4748
108;-0.1825,-0.4076,0.0636
109;0.4056,-0.4554,-2.0376
110;-0.3945,1.0599,0.5619
111;-0.9143,1.5622,-1.2071
112;2.0440,0.8940,0.2404
113;0.6479,-0.7186,-0.0139
114;0.8991,-0.1004,-2.1476
115;-1.2368,-0.1823,0.1742
116;-0.8226,0.2967,-2.5239
117;0.0120,1.4155,1.9439
118;0.4493,-2.4475,-0.1479
119;-0.8934,-0.4813,-0.8254
120;1.7193,1.2736,0.0768
121;0.6679,-0.0084,-1.5463
122;0.0330,2.5400,1.3814
123;-0.5083,0.2248,1.6438
124;-0.3033,2.7461,0.2256
125;-0.4924,-0.9003,1.3020
126;-0.4669,0.8597,1.2463
127;-0.7441,1.2686,0.7551
128;0.8985,1.4582,0.3365
129;4.3933,0.7633,-0.6243
130;-0.0940,0.4245,0.8547
131;-0.2598,3.5881,-0.7460
132;-0.9927,-1.4056,-2.4951
133;1.7942,0.7242,-0.2715
134;-0.8425,-0.8271,-0.8205
135;1.4449,-0.9150,0.5572
136;0.4622,-0.0869,-1.7094
137;-4.9920,-4.7196,8.8191
138;1.0053,-1.1481,-0.6992
139;0.2742,0.0765,1.9380
140;0.0607,-1.4868,0.7061
141;-0.9959,-1.2468,-1.4955
142;3.0742,0.8453,0.1235
143;0.7180,-1.2006,-1.8992
144;2.6901,-0.5706,-0.0612
145;0.4412,2.3668,0.6581
146;-0.3165,1.4934,0.5418
147;-1.5138,0.2504,0.7011
148;-2.0435,0.2679,0.7395
149;-0.7342,-0.5922,-4.7858
